1.0,0.0,0.99603176,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024196116,0.0,0.0,0.0,0.0,0.010589686,normal.
1.0,0.0,0.99603176,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024196116,0.0,0.0,0.0,0.0,0.010589686,normal.
1.0,0.0,0.99603176,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0019607844,0.0019607844,0.0,0.0,0.0,0.0,0.0,0.0,0.024196116,0.0,0.0,0.0,0.0,0.010589686,snmpgetattack.
1.0,0.0,0.99603176,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0019607844,0.0019607844,0.0,0.0,0.0,0.0,0.0,0.0,0.024196116,0.0,0.0,0.0,0.0,0.010589686,snmpgetattack.
1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0019607844,0.0019607844,0.0,0.0,0.0,0.0,0.0,0.0,0.024196116,0.0,0.0,0.0,0.0,0.010589686,snmpgetattack.
0.027777778,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0019607844,0.0,0.85714287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal.
1.0,0.0,0.99206346,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024196116,0.0,0.0,0.0,0.0,0.010589686,normal.
1.0,0.0,0.99603176,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0019607844,0.0019607844,0.0,0.0,0.0,0.0,0.0,0.0,0.024196116,0.0,0.0,0.0,0.0,0.010589686,snmpgetattack.
0.26984128,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005882353,0.005882353,0.2857143,0.0,0.0,0.0,0.0,0.0,0.06176377,0.0,0.0,0.0,0.0,0.013418438,normal.
1.0,0.0,0.99603176,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0019607844,0.0019607844,0.0,0.0,0.0,0.0,0.0,0.0,0.024196116,0.0,0.0,0.0,0.0,0.010589686,snmpgetattack.
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03529412,0.2857143,0.0,0.0,0.0,0.0,0.0,0.06399236,0.0,0.0,0.0,0.0,0.018858345,normal.
1.0,0.0,0.99603176,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024196116,0.0,0.0,0.0,0.0,0.010589686,normal.
1.0,0.0,0.9880952,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0019607844,0.0019607844,0.0,0.0,0.0,0.0,0.0,0.0,0.024196116,0.0,0.0,0.0,0.0,0.010589686,snmpgetattack.
0.20238096,1.0,0.14285715,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019607844,0.42857143,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.023863059,normal.
0.6904762,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019607844,0.0019607844,0.2857143,0.0,0.0,0.0,0.0,0.0,0.08532315,0.0,0.0,0.0,0.0,1.0,normal.
0.73015875,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021568628,0.021568628,0.2857143,0.0,0.0,0.0,0.0,0.0,0.08341292,0.0,0.0,0.0,0.0,0.25690868,normal.
0.765873,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039215688,0.04117647,0.2857143,0.0,0.0,0.0,0.0,0.0,0.084686406,0.0,0.0,0.0,0.0,0.054616667,normal.
1.0,0.0,0.99603176,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0019607844,0.0019607844,0.0,0.0,0.0,0.0,0.0,0.0,0.024196116,0.0,0.0,0.0,0.0,0.010589686,snmpgetattack.
1.0,0.0,0.99603176,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024196116,0.0,0.0,0.0,0.0,0.010589686,snmpgetattack.
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9980392,0.9980392,1.0,0.0,0.0,0.0,0.0,0.0,0.31932506,0.0,0.0,0.0,0.0,0.0,smurf.
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.31932506,0.0,0.0,0.0,0.0,0.0,smurf.
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.31932506,0.0,0.0,0.0,0.0,0.0,smurf.
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.31932506,0.0,0.0,0.0,0.0,0.0,smurf.
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9941176,0.9941176,1.0,0.0,0.0,0.0,0.0,0.0,0.31932506,0.0,0.0,0.0,0.0,0.0,smurf.
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99607843,0.99607843,1.0,0.0,0.0,0.0,0.0,0.0,0.31932506,0.0,0.0,0.0,0.0,0.0,smurf.
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9980392,0.9980392,1.0,0.0,0.0,0.0,0.0,0.0,0.31932506,0.0,0.0,0.0,0.0,0.0,smurf.
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9980392,0.9980392,1.0,0.0,0.0,0.0,0.0,0.0,0.31932506,0.0,0.0,0.0,0.0,0.0,smurf.
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.31932506,0.0,0.0,0.0,0.0,0.0,smurf.
